country,iso_code,year,co2,co2_per_capita,gdp,population,coal_co2,oil_co2,gas_co2,flaring_co2,cumulative_co2,energy_per_capita,share_global_co2
South Africa,ZAF,1945,55.868,4.729,NA,11814022,55.348,0,0,NA,1202.348,NA,1.302
South Africa,ZAF,1946,56.043,4.654,NA,12040737,55.462,0,0,NA,1258.392,NA,1.216
South Africa,ZAF,1947,55.834,4.55,NA,12271803,55.216,0,0,NA,1314.226,NA,1.081
South Africa,ZAF,1948,57.098,4.565,NA,12507304,56.451,0,0,NA,1371.324,NA,1.048
South Africa,ZAF,1949,60.586,4.747,NA,12764367,59.914,0,0,NA,1431.91,NA,1.164
South Africa,ZAF,1950,60.914,4.672,54940788808,13038501,55.055,4.947,NA,NA,1492.824,NA,1.027
South Africa,ZAF,1951,65.068,4.889,57515678691,13309025,58.455,5.647,NA,NA,1557.892,NA,1.02
South Africa,ZAF,1952,70.832,5.21,59556101831,13595546,63.853,5.98,NA,NA,1628.724,NA,1.095
South Africa,ZAF,1953,70.974,5.109,62355161984,13892917,63.864,6.06,NA,NA,1699.698,NA,1.067
South Africa,ZAF,1954,73.879,5.201,66022798242,14203781,66.037,6.774,NA,NA,1773.578,NA,1.088
South Africa,ZAF,1955,82.929,5.706,69327532574,14533371,74.144,7.629,NA,NA,1856.506,NA,1.114
South Africa,ZAF,1956,87.252,5.863,73183059135,14880686,77.516,8.511,NA,NA,1943.758,NA,1.101
South Africa,ZAF,1957,89.644,5.88,75976885687,15244838,80.337,8.057,NA,NA,2033.402,NA,1.095
South Africa,ZAF,1958,96.253,6.162,77574440458,15620420,85.712,9.197,NA,NA,2129.656,NA,1.143
South Africa,ZAF,1959,94.473,5.899,81038575406,16014970,84.521,8.643,NA,NA,2224.128,NA,1.067
South Africa,ZAF,1960,97.847,5.952,84418513910,16440175,87.441,9.068,NA,NA,2321.976,NA,1.042
South Africa,ZAF,1961,102.12,6.04,88081181865,16908039,90.471,10.365,NA,NA,2424.095,NA,1.085
South Africa,ZAF,1962,105.67,6.067,93013177218,17418522,93.263,11.091,NA,NA,2529.765,NA,1.084
South Africa,ZAF,1963,109.725,6.111,99827407023,17954560,96.605,11.695,NA,NA,2639.491,NA,1.069
South Africa,ZAF,1964,119.546,6.458,106518454681,18511367,102.552,15.286,NA,NA,2759.037,NA,1.104
South Africa,ZAF,1965,128.14,6.713,112882727929,19089382,111.1,15.121,NA,NA,2887.177,18556.311,1.133
South Africa,ZAF,1966,128.235,6.513,117778082222,19690084,109.048,17.217,NA,NA,3015.412,18101.951,1.081
South Africa,ZAF,1967,133.76,6.585,125836940632,20314072,112.906,18.873,NA,NA,3149.172,18270.824,1.093
South Africa,ZAF,1968,137.954,6.583,131293356281,20957287,118.475,17.298,NA,NA,3287.125,18690.773,1.069
South Africa,ZAF,1969,143.143,6.622,139369765898,21614679,120.71,19.91,NA,NA,3430.268,18659.299,1.04
South Africa,ZAF,1970,149.622,6.716,146627016250,22279990,123.898,22.882,NA,NA,3579.89,18917.328,1.004
South Africa,ZAF,1971,168.407,7.341,153821285794,22942145,133.428,32.089,NA,NA,3748.297,19790.059,1.086
South Africa,ZAF,1972,171.557,7.266,156779559082,23609457,137.868,30.676,NA,NA,3919.854,19866.164,1.057
South Africa,ZAF,1973,173.352,7.136,163375557705,24294264,137.242,32.731,NA,NA,4093.207,20770.533,1.015
South Africa,ZAF,1974,176.548,7.065,172551365765,24989109,140.35,32.606,NA,NA,4269.755,20772.832,1.039
South Africa,ZAF,1975,185.005,7.201,175749503968,25690943,144.475,37.003,NA,NA,4454.759,21540.963,1.089
South Africa,ZAF,1976,192.909,7.308,180034631886,26395451,151.763,37.684,NA,NA,4647.668,21882.631,1.08
South Africa,ZAF,1977,199.738,7.365,179681537255,27118951,158.6,37.915,NA,NA,4847.407,21820.908,1.088
South Africa,ZAF,1978,201.88,7.244,185013861736,27869506,161.542,36.995,NA,NA,5049.286,21026.818,1.061
South Africa,ZAF,1979,218.671,7.637,192300237476,28634161,179.983,35.314,NA,NA,5267.957,21132.031,1.121
South Africa,ZAF,1980,228.201,7.731,204702612058,29518857,194.063,30.621,NA,NA,5496.158,21879.715,1.176
South Africa,ZAF,1981,257.079,8.417,215434541648,30541046,218.15,34.977,NA,NA,5753.237,24620.184,1.362
South Africa,ZAF,1982,280.437,8.87,214585941884,31615339,230.758,45.775,NA,NA,6033.674,25579.846,1.497
South Africa,ZAF,1983,291.906,8.916,210671519984,32739308,239.827,48.233,NA,NA,6325.58,25029.643,1.544
South Africa,ZAF,1984,315.597,9.312,221387593500,33892793,264.779,46.837,NA,NA,6641.177,26422.186,1.622
South Africa,ZAF,1985,323.865,9.242,218712388593,35042097,273.532,46.914,NA,NA,6965.042,26098.783,1.608
South Africa,ZAF,1986,330.501,9.135,218892223218,36180519,280.299,46.944,NA,NA,7295.542,25751.457,1.617
South Africa,ZAF,1987,328.672,8.805,223307083281,37326192,283.986,41.422,NA,NA,7624.214,25356.217,1.557
South Africa,ZAF,1988,342.662,8.905,232506864492,38480647,293.673,44.88,NA,NA,7966.876,27086.332,1.563
South Africa,ZAF,1989,340.715,8.598,237353627789,39628574,283.956,52.875,NA,NA,8307.591,25126.357,1.535
South Africa,ZAF,1990,312.934,7.68,235128506976,40746274,265.101,40.615,3.444,NA,8620.525,25270.26,1.377
South Africa,ZAF,1991,326.03,7.821,237880804016,41687903,277.717,41.238,3.492,NA,8946.556,24521.457,1.405
South Africa,ZAF,1992,301.329,7.1,238567245851,42443510,259.671,34.753,3.517,NA,9247.884,24197.768,1.338
South Africa,ZAF,1993,320.353,7.399,247203444018,43297155,289.731,23.156,3.924,NA,9568.237,23679.57,1.408
South Africa,ZAF,1994,338.701,7.697,261851802567,44004140,299.206,31.646,3.924,0.124,9906.938,24300.189,1.474
South Africa,ZAF,1995,361.712,8.121,277583803133,44541557,319.548,33.767,3.924,0.115,10268.65,25089.297,1.538
South Africa,ZAF,1996,363.732,8.061,296908021392,45123023,324.11,31.65,3.532,0.123,10632.383,25259.006,1.501
South Africa,ZAF,1997,385.215,8.435,311987478453,45666835,333.288,44.243,3.155,0.206,11017.598,25522.74,1.58
South Africa,ZAF,1998,377.273,8.162,320149741740,46223888,325.832,44.587,2.656,0.246,11394.871,24771.293,1.553
South Africa,ZAF,1999,374.869,8.022,334638442219,46730331,336.725,30.69,3.473,0.204,11769.74,25331.398,1.509
South Africa,ZAF,2000,378.333,8.022,356072104365,47159715,337.909,33.302,3.199,0.251,12148.073,25135.504,1.483
South Africa,ZAF,2001,371.602,7.812,374889022813,47566805,337.671,25.886,4.155,0.254,12519.675,25049.746,1.446
South Africa,ZAF,2002,356.501,7.424,396137571619,48019414,325.506,22.449,4.122,0.218,12876.177,24180.324,1.357
South Africa,ZAF,2003,404.406,8.338,413710071358,48500351,357.442,39.743,2.47,0.293,13280.583,25937.09,1.462
South Africa,ZAF,2004,449.322,9.171,439265862379,48991420,384.101,54.238,6.364,0.283,13729.903,28020.674,1.571
South Africa,ZAF,2005,416.205,8.41,470188845104,49490041,376.721,27.832,6.313,0.271,14146.108,26254.201,1.406
South Africa,ZAF,2006,446.744,8.935,505574497707,49998271,381.99,53.08,6.126,0.215,14592.853,26522.131,1.46
South Africa,ZAF,2007,465.034,9.203,542976204451,50528575,392.159,59.334,7.892,0.158,15057.887,26958.873,1.476
South Africa,ZAF,2008,494.673,9.678,571660802378,51114595,418.275,62.764,8.119,0.171,15552.559,28557.336,1.543
South Africa,ZAF,2009,474.512,9.173,574768021657,51728518,390.664,71.07,7.038,0.169,16027.071,28093.094,1.506
South Africa,ZAF,2010,467.353,8.928,607601612432,52344047,406.924,46.324,8.867,0.193,16494.424,27968.58,1.403
South Africa,ZAF,2011,474.273,8.949,645388107070,52995212,400.454,60.247,8.801,0.133,16968.697,27289.521,1.376
South Africa,ZAF,2012,461.438,8.58,660853021773,53782570,398.009,49.468,9.255,0.073,17430.135,26478.908,1.32
South Africa,ZAF,2013,456.188,8.343,677278303675,54678789,392.345,49.515,9.384,0.051,17886.322,26163.137,1.293
South Africa,ZAF,2014,481.638,8.663,686853872664,55594840,413.196,54.539,8.94,0.052,18367.961,26046.393,1.358
South Africa,ZAF,2015,457.473,8.065,695933197143,56723536,387.494,54.688,9.827,0.045,18825.436,24952.885,1.292
South Africa,ZAF,2016,457.05,7.982,700558003750,57259550,384.489,59.012,7.815,0.042,19282.482,25848.275,1.291
South Africa,ZAF,2017,440.01,7.634,708670169977,57635158,369.903,57.257,7.339,0.03,19722.494,25594.477,1.223
South Africa,ZAF,2018,453.766,7.742,719458334697,58613001,384.222,54.275,9.746,0.057,20176.262,24053.697,1.235
South Africa,ZAF,2019,470.727,7.9,721641639539,59587880,405.224,50.167,9.842,0.042,20646.988,24698.113,1.269
South Africa,ZAF,2020,435.298,7.188,675871755463,60562374,374.003,46.606,9.563,0.055,21082.285,23110.006,1.238
South Africa,ZAF,2021,439.464,7.145,709077881289,61502602,366.528,59.91,7.104,0.052,21521.75,22855.135,1.192
South Africa,ZAF,2022,428.782,6.874,723559323969,62378417,357.02,59.159,6.931,0.038,21950.531,21580.689,1.143
South Africa,ZAF,2023,436.604,6.907,NA,63212386,363.604,59.618,7.703,0.044,22387.137,21641.15,1.146
South Africa,ZAF,2024,439.831,6.872,NA,64007187,371.358,55.087,7.746,0.005,22826.967,21286.549,1.139
